AP,Localisation,ID,Genre,Age,Ethnie,Fonction,Nb menage,Formation,Construction,Bois d'energie,Medicinale,Culturelle,Cosmeto,Vannerie,Betail,Fruits de mer,Apiculture,Habitat,Oxygene,Source d'eau,Ombrage,Nourriture,Anti-erosion,Commerce,Tourisme,Agriculture,Detente
Mariarano,Mariarano,Ind_28,Homme,70,Sakalava,Cultivateur,6,Foret,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mariarano,Mariarano,Ind_28,Homme,70,Sakalava,,6,Foret galerie,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mariarano,Mariarano,Ind_28,Homme,70,Sakalava,,6,Mangrove,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mariarano,Mariarano,Ind_28,Homme,70,Sakalava,,6,Savane,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mariarano,Mariarano,Ind_28,Homme,70,Sakalava,,6,Raphia,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mariarano,Mariarano,Ind_29,Femme,35,Sakalava,Vendeur,5,Foret,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Ind_29,Femme,35,Sakalava,Cultivateur,5,Savane,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Ind_29,Femme,35,Sakalava,Eleveur,5,Raphia,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Ind_29,Femme,35,Sakalava,,5,Mangrove,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Ind_29,Femme,35,Sakalava,,5,Foret galerie,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_30,Homme,43,Sakalava,Président du VOI,6,Foret,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Mariarano,Marosakoa,Ind_30,Homme,43,Sakalava,Eleveur,6,Mangrove,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_30,Homme,43,Sakalava,,6,Foret galerie,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_30,Homme,43,Sakalava,,6,Raphia,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_30,Homme,43,Sakalava,,6,Savane,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_31,Homme,48,Sakalava,Pecheur,7,Foret,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Mariarano,Marosakoa,Ind_31,Homme,48,Sakalava,Eleveur,7,Mangrove,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_31,Homme,48,Sakalava,Cultivateur,7,Savane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_31,Homme,48,Sakalava,Chef fokontany Marosakoa,7,Foret galerie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariarano,Marosakoa,Ind_31,Homme,48,Sakalava,Eleveur,7,Raphia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariarano,Mariarano,Ind_32,Homme,50,Sakalava,Chef Adjoint Maire,4,Foret,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mariarano,Mariarano,Ind_32,Homme,50,Sakalava,Chef Adjoint Maire,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mariarano,Mariarano,Ind_32,Homme,50,Sakalava,Chef Adjoint Maire,4,Mangrove,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bombetoka,Mataitromby,Ind_1,Homme,40,Sakalava,Agent de terrain,3,Foret,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_1,Homme,40,Sakalava,Agent de terrain,3,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_1,Homme,40,Sakalava,Agent de terrain,3,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_2,Homme,45,Sakalava,Menuisier,3,Foret,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_2,Homme,45,Sakalava,Menuisier,3,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_2,Homme,45,Sakalava,Menuisier,3,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_3,Femme,35,Sakalava,Commercant,3,Foret,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_3,Femme,35,Sakalava,Commercant,3,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_3,Femme,35,Sakalava,Commercant,3,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_4,Femme,36,Sakalava,Commercant,4,Foret,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_4,Femme,36,Sakalava,Commercant,4,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_4,Femme,36,Sakalava,Commercant,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_5,Homme,40,Betsileo,Pecheur,5,Foret,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_5,Homme,40,Betsileo,Pecheur,5,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_5,Homme,40,Betsileo,Pecheur,5,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_6,Femme,50,Betsirebaka,Commercant,4,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_6,Femme,50,Betsirebaka,Commercant,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_6,Femme,50,Betsirebaka,Commercant,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_7,Femme,62,Sakalava,Commercant,10,Foret,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_7,Femme,62,Sakalava,Commercant,10,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_7,Femme,62,Sakalava,Commercant,10,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_8,Homme,47,Tandroy,Pecheur,4,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_8,Homme,47,Tandroy,Pecheur,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_8,Homme,47,Tandroy,Pecheur,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_9,Homme,37,Merina,Boucher,4,Foret,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Bombetoka,Mataitromby,Ind_9,Homme,37,Merina,Boucher,4,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_9,Homme,37,Merina,Boucher,4,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_10,Homme,65,Sakalava,Chef secteur,7,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_10,Homme,65,Sakalava,Chef secteur,7,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_10,Homme,65,Sakalava,Chef secteur,7,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_11,Femme,34,Betsileo,Peche+commerce,5,Foret,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_11,Femme,34,Betsileo,Peche+commerce,5,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_11,Femme,34,Betsileo,Peche+commerce,5,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_12,Homme,65,Sakalava,Peche+commerce,6,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_12,Homme,65,Sakalava,Peche+commerce,6,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_12,Homme,65,Sakalava,Peche+commerce,6,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_13,Homme,60,Antaisaka,Conseiller VOI,4,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_13,Homme,60,Antaisaka,Conseiller VOI,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_13,Homme,60,Antaisaka,Conseiller VOI,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_14,Homme,35,Sakalava,Peche+commerce,5,Foret,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_14,Homme,35,Sakalava,Peche+commerce,5,Mangrove,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_14,Homme,35,Sakalava,Peche+commerce,5,Savane,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_15,Homme,39,Betsileo,Peche+commerce,4,Foret,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
Bombetoka,Sankoany,Ind_15,Homme,39,Betsileo,Peche+commerce,4,Mangrove,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_15,Homme,39,Betsileo,Peche+commerce,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bombetoka,Sankoany,Ind_16,Femme,45,Tandroy,Commercant,5,Foret,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Bombetoka,Sankoany,Ind_16,Femme,45,Tandroy,Commercant,5,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_16,Femme,45,Tandroy,Commercant,5,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_17,Femme,60,Sakalava,Commercant,6,Foret,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_17,Femme,60,Sakalava,Commercant,6,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_17,Femme,60,Sakalava,Commercant,6,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_18,Homme,50,Antaisaka,Agriculteur,3,Foret,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Bombetoka,Sankoany,Ind_18,Homme,50,Antaisaka,Agriculteur,3,Mangrove,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_18,Homme,50,Antaisaka,Agriculteur,3,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_19,Homme,45,Bara,Pecheur,5,Foret,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Bombetoka,Sankoany,Ind_19,Homme,45,Bara,Pecheur,5,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_19,Homme,45,Bara,Pecheur,5,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_20,Homme,60,Antaisaka,Pecheur,12,Foret,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_20,Homme,60,Antaisaka,Pecheur,12,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_20,Homme,60,Antaisaka,Pecheur,12,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_21,Femme,50,Betsileo,Commercant,5,Foret,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_21,Femme,50,Betsileo,Commercant,5,Mangrove,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Bombetoka,Mataitromby,Ind_21,Femme,50,Betsileo,Commercant,5,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_22,Homme,34,Antaisaka,Pecheur,4,Foret,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_22,Homme,34,Antaisaka,Pecheur,4,Mangrove,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_22,Homme,34,Antaisaka,Pecheur,4,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_23,Femme,33,Bara,Commercant,4,Foret,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_23,Femme,33,Bara,Commercant,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_23,Femme,33,Bara,Commercant,4,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_24,Homme,37,Antsoany,Agent de terrain,5,Foret,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_24,Homme,37,Antsoany,Agent de terrain,5,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_24,Homme,37,Antsoany,Agent de terrain,5,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_25,Femme,62,Betsirebaka,Commercant,4,Foret,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_25,Femme,62,Betsirebaka,Commercant,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_25,Femme,62,Betsirebaka,Commercant,4,Savane,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_26,Homme,56,Tsimihety,Pecheur,2,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_26,Homme,56,Tsimihety,Pecheur,2,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_26,Homme,56,Tsimihety,Pecheur,2,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_27,Homme,32,Betsileo,Pecheur,4,Foret,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_27,Homme,32,Betsileo,Pecheur,4,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_27,Homme,32,Betsileo,Pecheur,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_28,Femme,37,Sakalava,Peche+commerce,5,Foret,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_28,Femme,37,Sakalava,Peche+commerce,5,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_28,Femme,37,Sakalava,Peche+commerce,5,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_29,Femme,36,Tsimihety,Commercant,6,Foret,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_29,Femme,36,Tsimihety,Commercant,6,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_29,Femme,36,Tsimihety,Commercant,6,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_30,Homme,40,Tandroy,Pecheur,4,Foret,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Bombetoka,Mataitromby,Ind_30,Homme,40,Tandroy,Pecheur,4,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Mataitromby,Ind_30,Homme,40,Tandroy,Pecheur,4,Savane,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_31,Femme,36,Bara,Carrière,2,Foret,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_31,Femme,36,Bara,Carrière,2,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_31,Femme,36,Bara,Carrière,2,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_32,Homme,45,Bara,Carrière,4,Foret,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_32,Homme,45,Bara,Carrière,4,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_32,Homme,45,Bara,Carrière,4,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_33,Homme,60,Betsileo,Peche+commerce,7,Foret,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_33,Homme,60,Betsileo,Peche+commerce,7,Mangrove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_33,Homme,60,Betsileo,Peche+commerce,7,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_34,Homme,35,Tsimihety,Carrière,7,Foret,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_34,Homme,35,Tsimihety,Carrière,7,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_34,Homme,35,Tsimihety,Carrière,7,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_35,Homme,37,Antaisaka,Carrière,7,Foret,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_35,Homme,37,Antaisaka,Carrière,7,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_35,Homme,37,Antaisaka,Carrière,7,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_36,Homme,44,Betsileo,Agriculteur,3,Foret,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bombetoka,Sankoany,Ind_36,Homme,44,Betsileo,Agriculteur,3,Mangrove,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bombetoka,Sankoany,Ind_36,Homme,44,Betsileo,Agriculteur,3,Savane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
